lumberjack lumberman timberman
bridget brigid
cooccurring coincidental concurrent simultaneous
balto-slavic balto-slavonic
gaumless gormless
unbarreled unbarrelled
marginocephalia marginocephalian
bonny bonnie
worm-shaped vermiform
untutored unschooled untaught
scuffs mules
padua padova patavium
putrified putrefied
thermosetting thermoset
modifier qualifier
barbarize barbarise
stingily chintzily
drudging laboring labouring toiling
chisinau kishinev
ill-humoured curmudgeonly ill-humored
gynaecologist gynecologist
aidoneus aides
zarathustra zoroaster
tarriance tarrying
harken hark hearken
hypoactive underactive
tusseh tussah tusser tussore tussur
haematal haemal hemal hematal
basely scurvily
haute-normandie upper-normandy
yoghourt yoghurt yogurt
prestige prestigiousness
ebullient high-spirited
tusser tussah tusseh tussore tussur
donjon dungeon
picaninny piccaninny pickaninny
acetylize acetylate
evitable avoidable
sloppiness unkemptness
fistulate fistular fistulous
kieselguhr diatomite
bastnaesite bastnasite
gonorrhoea gonorrhea
inger ingerman
rascal rapscallion
leibnitzian leibnizian
pyralidae pyralididae
uveal uveous
vaccinating inoculating
magnoliopsida dicotyledonae dicotyledones
digs diggings domiciliation lodgings
groom-to-be fiance
bonelet ossicle ossiculum
estrangement alienation
self-acting self-activating self-moving self-regulating
razzle-dazzle razmataz razzle razzmatazz
philosophical philosophic
calamitous disastrous
shoebill shoebird
paederasty pederasty
neuropteran neuropteron
bayer aspirin empirin
markhor markhoor
largesse largess
ignitible burnable flammable ignitable inflammable
doxepin adapin sinequan
cleg clegg
prototypic archetypal archetypical prototypal prototypical
prefigurative adumbrative
grammarian syntactician
primaeval primeval primordial
ashur ashir
strumpet adulteress fornicatress hussy
pallor achromasia lividness pallidness wanness
vaccination inoculation
flash-frozen quick-frozen
blastula blastosphere
derisive gibelike
patness opportuneness
bigotry dogmatism
bibliopole bibliopolist
rareness infrequency
cachexy cachexia
equanimous self-collected self-possessed
amenorrheic amenorrheal amenorrhoeal amenorrhoeic
ankylosaurus ankylosaur
precocity precociousness
symbolatry symbol-worship symbololatry
bookmark bookmarker
jaghatai chagatai jagatai
bode foreshadow portend prefigure
lawmaking legislating
plausibility plausibleness
arak arrack
decolonization decolonisation
fetus foetus
subtropical semitropic semitropical subtropic
arizonian arizonan
microcephalus microcephaly nanocephaly
calicular calycular
advil ibuprofen motrin nuprin
advisory consultative consultatory consultive
snotty snot-nosed
despisal despising
bellyacher complainer grumbler moaner sniveler whiner
unlikeable unlikable
pockmarked pocked
gourmet epicure gastronome
apostatize apostatise
viscousness viscosity
unattributable unascribable
boer afrikander
overabundant plethoric
immunochemistry immunology
metaproterenol alupent
fermentologist enologist oenologist
cigarette cigaret
glamorous glamourous
dextrorotatory dextrorotary
interrelatedness interrelation interrelationship
lactobacteriaceae lactobacillaceae
astacidae astacura
moolah dinero gelt pelf shekels
pushiness bumptiousness cockiness forwardness
parsiism parseeism
excessiveness inordinateness
piteous hapless misfortunate
labeled labelled tagged
trondheim nidaros
contumeliously contemptuously scornfully
clit clitoris
bulginess roundedness
coziness cosiness snugness
conventionalization conventionalisation stylisation stylization
self-important arrogant
accoutre accouter
tirade philippic
novelties knickknacks
noisiness racketiness
lapland lappland
factious dissentious divisive
vacillant vacillating
chargeable indictable
issuing issuance
ill-tempered bad-tempered crabbed crabby grouchy grumpy
ladybug ladybeetle ladybird
yokelish bounderish ill-bred lowbred
progressivity progressiveness
multicolor culticolour multicolored multicoloured particolored particoloured piebald pied
oscilloscope cro
siliceous silicious
shoebird shoebill
bogy bogie
impecunious penniless
torodal ketorolac
left-handedness sinistrality
maven hotshot wiz
raciness gaminess
card-playing betting
untried untested
robber mugger
haematic haemic hematic hemic
debutante deb
bionomical bionomic
amoebiasis amebiasis amebiosis amoebiosis
unprofitableness unprofitability
far-right reactionist
cesarian cesarean
bastardly misbegot misbegotten
naumachia naumachy
lithonate lithane
saqqara sakkara saqqarah
ethnologic ethnological
actinomycetal actinomycetous
necrophilia necromania necrophilism
bagassosis bagascosis
jagghery jaggary jaggery
despised detested hated scorned
intradermal intracutaneous intradermic
alprazolam xanax
gratefulness appreciativeness thankfulness
inauspiciousness unpropitiousness
belgrade beograd
alphabetisation alphabetization
oafish boorish loutish
enthrall enrapture enthral
transmittable contractable
horrified horror-stricken horror-struck
endermatic endermic
ergocalciferol calciferol cholecarciferol
layman layperson
laid-off dismissed fired pink-slipped
opaqueness opacity
dawning cockcrow daybreak dayspring sunup
plexiglas plexiglass
popularize vulgarize
animadvert opine
analogue analog
articulative articulatory
tarrying tarriance
reverberance plangency sonority sonorousness vibrancy
pulasan pulassan
blonde blond
rhibhus ribhus
acariosis acariasis acaridiasis
illegalize criminalize
crocodylus crocodilus
euphonical euphonic
ungulated hoofed hooved
refulgent effulgent radiant
titillated teased
iyar iyyar
scaremonger stirrer
barbasco joewood
luxuriance lushness
holdall carryall
defame asperse calumniate
jocose jesting joking
inappropriately unsuitably
cardiograph electrocardiograph
bonfire balefire
allowably permissibly
bretagne breiz brittany
mesquite mesquit
peterburg leningrad petrograd
twee mincing niminy-piminy
morbidness unwholesomeness
extractible extractable
sapiently astutely sagaciously shrewdly
munjuk mulwi musgu
deepened gathered
beached high-and-dry
astheny asthenia
ulfila ulfilas wulfila
striation stria
shake-up reorganisation reorganization
tourer phaeton
intraspecific intraspecies
kvetch complain quetch
uninstructively uninformatively
irritated nettled peeved riled
chingpo jinghpaw jinghpo
nightie night-robe nightdress nightgown
zairean zairese
hemiepiphyte semiepiphyte
maltreatment ill-treatment ill-usage
incredulously disbelievingly unbelievingly
waterproofed rainproof
dunkerque dunkirk
peradventure maybe perhaps
fleecy napped
gasteropoda gastropoda
valour heroism valiance valiancy valor valorousness valourousness
opinionated opinionative self-opinionated
acetaminophen datril panadol tempra tylenol
moustachio handle-bars mustachio
numdah nammad
bawdiness lewdness salaciousness salacity
canicula sirius sothis
particularized particularised
paean pean
campong kampong
hirsutism hirsuteness
branchiopod branchiopodan
well-rounded all-around all-round
ruttish randy
disorganization disarrangement
towelling toweling
thankfulness appreciativeness gratefulness
alphameric alphamerical alphanumeric alphanumerical
bosomy curvaceous full-bosomed sonsie sonsy
unremarkable quotidian workaday
solmization solmisation
amoral unmoral
disdainfulness superciliousness
perusal perusing studying
noncellular acellular
shiftiness trickiness
naiadales alismales
absently absentmindedly abstractedly inattentively
unremarkably commonly normally ordinarily usually
regularization normalisation normalization regularisation
spectrometry spectroscopy
ecological ecologic
sounded plumbed
condescending patronising patronizing
intrepidity dauntlessness
holdfast fastener
zygomycota zygomycotina
dark-brown brownish
milliliter cc millilitre ml
channelization channelisation
felicitation congratulation
queerness quirkiness
snakefish lizardfish
tempest-tossed buffeted storm-tossed tempest-swept tempest-tost
bicorned bicornate bicornuate bicornuous
storing repositing warehousing
empowered sceptered sceptred
whippletree swingletree whiffletree
sangraal grail
hinterland boondocks
leppy dogie dogy
lagend lagan ligan
unreflective unthoughtful
left-wing left-of-center
metrification metrication
smirched smeared smudged smudgy
inscription lettering
spellbound hypnotised hypnotized mesmerised mesmerized transfixed
trainman railroader railwayman
assouan assuan aswan
nagging shrewish
nanny-goat she-goat
neuropteron neuropteran
sisham sissoo sissu
nonobjective nonfigurative
translucence semitransparency translucency
vigor vigour
noble-mindedness high-mindedness
devilment mischief-making roguery
thiamin aneurin thiamine
roentgenoscope fluoroscope
influenza flu grippe
wearisome ho-hum irksome tiresome
chincapin chinkapin
disbeliever nonbelieiver unbeliever
bastnasite bastnaesite
baksheesh backsheesh bakshis bakshish
alkene olefin olefine
fecundation fertilization
assuredness aplomb sang-froid self-possession
mournfulness ruthfulness
intradermic intracutaneous intradermal
backmost hindermost hindmost rearmost
bewail bemoan
tussur tussah tusseh tusser tussore
sullenly dourly glumly
anencephalia anencephaly
translucency semitransparency translucence
anencephalic anencephalous
long-windedly verbosely windily wordily
matric matriculation
untracked pathless roadless untrod untrodden
affectionate lovesome
coign coigne
enticing alluring
foliose foliaceous foliaged
phytonadione phylloquinone
canalisation canalization
crustlike crusted encrusted
differentiator discriminator
unchangeableness unchangeability unchangingness
tuxedo tux
lackluster lustreless lusterless lacklustre
answerability accountability answerableness
dumfounding dumbfounding
tiffin dejeuner luncheon
corticofugal corticifugal corticoefferent
investiture coronation enthronement enthronization
chrysarobin araroba
intrepidly dauntlessly fearlessly
sauria lacertilia
somaesthesia somatesthesia somesthesia
besmeared beplastered daubed
braving confronting tackling
hypocapnia acapnia
voter elector
endurable bearable supportable
three-way three-party tripartite
somaesthesis somatatesthesis somesthesis
anarchic anarchical
up-to-dateness currentness
apprehensible graspable
irreproachable blameless inculpable
well-situated well-fixed well-heeled well-to-do
excoriate decry
sublunary sublunar
forenoon morn
predestination foreordination predetermination preordination
chiromancer palmist
bosh baloney bilgewater boloney tommyrot tosh
peremptorily imperatively
pangea pangaea
pilaf pilaff pilau pilaw
viomycin viocin
amyotonia atonia atonicity atony
misbehave misdemean
reexamination follow-up
sargassum gulfweed sargasso
usurper supplanter
slouched slouching slumped
irreproachably blamelessly
twiggy twiglike
pilau pilaf pilaff pilaw
lighthouse pharos
immovable immoveable unmovable
pilaw pilaf pilaff pilau
flightiness arbitrariness
awestricken awestruck
likelihood likeliness
rimeless rhymeless unrhymed unrimed
labyrinthian mazy
hilarity gleefulness mirth mirthfulness
boddhisatva bodhisattva
paperhanger paperer
bearable endurable supportable
bharat india
disabused undeceived
apolune aposelene
needy destitute indigent necessitous poverty-stricken
bratty brattish
unflawed flawless
bradawl pricker
ketonemia acetonemia ketosis
palaeontology fossilology paleontology
polyethylene polythene
federita feterita
indescribable untellable
wee-wee micturate pee-pee urinate
palmae arecaceae palmaceae
stairway staircase stairs
shinbone tibia
flavorsomeness savoriness
outsized oversize oversized
frisky kittenish
indescribably ineffably unspeakably unutterably
paperlike chartaceous
syntactical syntactic
talks negotiation
quiaquia cigarfish
rigamarole rigmarole
talky gabby garrulous loquacious
reconnoitering scouting
reapportionment reallotment reapportioning
tambac tombac tombak
low-key low-keyed
shamelessly barefacedly unashamedly
humans humankind mankind
unrenewed unrevived
interspecies interspecific
swiftly fleetly
feldene piroxicam
roquette arugula
internationalise internationalize
kadai kam-tai
traversable travelable
laudator applauder extoller lauder
amphitheater amphitheatre
resorcinolphthalein fluorescein fluoresceine
sidewise sideway
squirming wiggling wriggling wriggly writhing
rhombus rhomb
szechwan sichuan szechuan
pean paean
sangria sangaree
bister bistre
guesswork guessing
piled heaped heaped-up
gaea gaia
saree sari
calceolaria slipperwort
vancocin vancomycin
rancourous rancorous
insurrectional insurrectionary
schlemiel chump patsy shlemiel
tollkeeper tollgatherer tollman tolltaker
boringness dreariness
fishery piscary
maltreat ill-treat ill-use mistreat
arts humanities
pacify gruntle lenify placate
piles dozens gobs lashings loads lots oodles rafts scads scores slews tons wads
promontory headland
stokehold fireroom stokehole
stokehole fireroom stokehold
